value,label,source_domain,source_file,source_order,original_index,time_index
-0.06977551877151862,0,SMD,machine-2-5.test.csv@9.out,1,0,0
0.7614713832888391,0,SMD,machine-2-5.test.csv@9.out,1,1,1
-0.06977551877151862,0,SMD,machine-2-5.test.csv@9.out,1,2,2
0.1900042697502859,0,SMD,machine-2-5.test.csv@9.out,1,3,3
-0.017819561067157697,0,SMD,machine-2-5.test.csv@9.out,1,4,4
0.5016915947670344,0,SMD,machine-2-5.test.csv@9.out,1,5,5
0.13804831204592502,0,SMD,machine-2-5.test.csv@9.out,1,6,6
0.08609235434156415,0,SMD,machine-2-5.test.csv@9.out,1,7,7
-0.12173147647587954,0,SMD,machine-2-5.test.csv@9.out,1,8,8
0.44973563706267367,0,SMD,machine-2-5.test.csv@9.out,1,9,9
0.08609235434156415,0,SMD,machine-2-5.test.csv@9.out,1,10,10
-0.12173147647587954,0,SMD,machine-2-5.test.csv@9.out,1,11,11
0.03413639663720318,0,SMD,machine-2-5.test.csv@9.out,1,12,12
0.13804831204592502,0,SMD,machine-2-5.test.csv@9.out,1,13,13
0.44973563706267367,0,SMD,machine-2-5.test.csv@9.out,1,14,14
0.03413639663720318,0,SMD,machine-2-5.test.csv@9.out,1,15,15
-0.17368743418024046,0,SMD,machine-2-5.test.csv@9.out,1,16,16
0.03413639663720318,0,SMD,machine-2-5.test.csv@9.out,1,17,17
0.3458237216539517,0,SMD,machine-2-5.test.csv@9.out,1,18,18
0.03413639663720318,0,SMD,machine-2-5.test.csv@9.out,1,19,19
-0.12173147647587954,0,SMD,machine-2-5.test.csv@9.out,1,20,20
0.08609235434156415,0,SMD,machine-2-5.test.csv@9.out,1,21,21
-0.017819561067157697,0,SMD,machine-2-5.test.csv@9.out,1,22,22
0.1900042697502859,0,SMD,machine-2-5.test.csv@9.out,1,23,23
-0.17368743418024046,0,SMD,machine-2-5.test.csv@9.out,1,24,24
-0.17368743418024046,0,SMD,machine-2-5.test.csv@9.out,1,25,25
0.03413639663720318,0,SMD,machine-2-5.test.csv@9.out,1,26,26
0.08609235434156415,0,SMD,machine-2-5.test.csv@9.out,1,27,27
0.3458237216539517,0,SMD,machine-2-5.test.csv@9.out,1,28,28
-0.12173147647587954,0,SMD,machine-2-5.test.csv@9.out,1,29,29
-0.22564339188460136,0,SMD,machine-2-5.test.csv@9.out,1,30,30
-0.017819561067157697,0,SMD,machine-2-5.test.csv@9.out,1,31,31
0.03413639663720318,0,SMD,machine-2-5.test.csv@9.out,1,32,32
0.3977796793583127,0,SMD,machine-2-5.test.csv@9.out,1,33,33
-0.17368743418024046,0,SMD,machine-2-5.test.csv@9.out,1,34,34
-0.12173147647587954,0,SMD,machine-2-5.test.csv@9.out,1,35,35
-0.17368743418024046,0,SMD,machine-2-5.test.csv@9.out,1,36,36
-0.06977551877151862,0,SMD,machine-2-5.test.csv@9.out,1,37,37
0.29386776394959085,0,SMD,machine-2-5.test.csv@9.out,1,38,38
0.13804831204592502,0,SMD,machine-2-5.test.csv@9.out,1,39,39
-0.12173147647587954,0,SMD,machine-2-5.test.csv@9.out,1,40,40
-0.17368743418024046,0,SMD,machine-2-5.test.csv@9.out,1,41,41
0.03413639663720318,0,SMD,machine-2-5.test.csv@9.out,1,42,42
0.03413639663720318,0,SMD,machine-2-5.test.csv@9.out,1,43,43
0.29386776394959085,0,SMD,machine-2-5.test.csv@9.out,1,44,44
-0.17368743418024046,0,SMD,machine-2-5.test.csv@9.out,1,45,45
-0.12173147647587954,0,SMD,machine-2-5.test.csv@9.out,1,46,46
-0.017819561067157697,0,SMD,machine-2-5.test.csv@9.out,1,47,47
-0.017819561067157697,0,SMD,machine-2-5.test.csv@9.out,1,48,48
0.24196022745464685,0,SMD,machine-2-5.test.csv@9.out,1,49,49
-0.017819561067157697,0,SMD,machine-2-5.test.csv@9.out,1,50,50
-0.17368743418024046,0,SMD,machine-2-5.test.csv@9.out,1,51,51
-0.017819561067157697,0,SMD,machine-2-5.test.csv@9.out,1,52,52
-0.017819561067157697,0,SMD,machine-2-5.test.csv@9.out,1,53,53
0.1900042697502859,0,SMD,machine-2-5.test.csv@9.out,1,54,54
0.08609235434156415,0,SMD,machine-2-5.test.csv@9.out,1,55,55
-0.22564339188460136,0,SMD,machine-2-5.test.csv@9.out,1,56,56
-0.17368743418024046,0,SMD,machine-2-5.test.csv@9.out,1,57,57
