path,relative_path,domain,file_name,length,anomaly_count,anomaly_ratio,missing_values,value_mean,value_std
data/raw/YAHOO/YahooA3Benchmark-TS19_data.out,YAHOO/YahooA3Benchmark-TS19_data.out,YAHOO,YahooA3Benchmark-TS19_data.out,1679,10,0.005955926146515783,0,-840.0668643535831,772.0032905170823
data/raw/YAHOO/YahooA3Benchmark-TS100_data.out,YAHOO/YahooA3Benchmark-TS100_data.out,YAHOO,YahooA3Benchmark-TS100_data.out,1679,10,0.005955926146515783,0,0.04083994857330986,123.21410723765585
data/raw/YAHOO/YahooA3Benchmark-TS14_data.out,YAHOO/YahooA3Benchmark-TS14_data.out,YAHOO,YahooA3Benchmark-TS14_data.out,1679,15,0.008933889219773675,0,-2522.8714578286504,1464.3820986598375
data/raw/YAHOO/YahooA3Benchmark-TS29_data.out,YAHOO/YahooA3Benchmark-TS29_data.out,YAHOO,YahooA3Benchmark-TS29_data.out,1679,4,0.0023823704586063135,0,1683.166167282034,1026.430686051783
data/raw/YAHOO/YahooA3Benchmark-TS33_data.out,YAHOO/YahooA3Benchmark-TS33_data.out,YAHOO,YahooA3Benchmark-TS33_data.out,1679,8,0.004764740917212627,0,-6.928864164845544,933.4519871204573
data/raw/YAHOO/YahooA3Benchmark-TS20_data.out,YAHOO/YahooA3Benchmark-TS20_data.out,YAHOO,YahooA3Benchmark-TS20_data.out,1679,12,0.00714711137581894,0,-2524.2247930417266,1578.2653380787067
data/raw/YAHOO/YahooA3Benchmark-TS26_data.out,YAHOO/YahooA3Benchmark-TS26_data.out,YAHOO,YahooA3Benchmark-TS26_data.out,1679,11,0.006551518761167362,0,2523.3350037954724,1505.4920493739323
data/raw/YAHOO/YahooA3Benchmark-TS24_data.out,YAHOO/YahooA3Benchmark-TS24_data.out,YAHOO,YahooA3Benchmark-TS24_data.out,1679,8,0.004764740917212627,0,0.165347387021872,50.996324928557335
data/raw/YAHOO/YahooA3Benchmark-TS11_data.out,YAHOO/YahooA3Benchmark-TS11_data.out,YAHOO,YahooA3Benchmark-TS11_data.out,1679,7,0.004169148302561048,0,1677.3402865289809,1071.9553152960086
data/raw/YAHOO/YahooA3Benchmark-TS28_data.out,YAHOO/YahooA3Benchmark-TS28_data.out,YAHOO,YahooA3Benchmark-TS28_data.out,1679,2,0.0011911852293031567,0,-839.349688132006,780.4816017134913
