path,relative_path,domain,file_name,length,anomaly_count,anomaly_ratio,missing_values,value_mean,value_std
data/raw/Daphnet/S09R01E4.test.csv@2.out,Daphnet/S09R01E4.test.csv@2.out,Daphnet,S09R01E4.test.csv@2.out,9599,268,0.0279195749557245,0,1031.0159391603293,235.55042200926476
data/raw/Daphnet/S03R03E4.test.csv@6.out,Daphnet/S03R03E4.test.csv@6.out,Daphnet,S03R03E4.test.csv@6.out,9599,268,0.0279195749557245,0,322.3916032920096,300.65632293718943
data/raw/Daphnet/S09R01E4.test.csv@6.out,Daphnet/S09R01E4.test.csv@6.out,Daphnet,S09R01E4.test.csv@6.out,9599,268,0.0279195749557245,0,322.3916032920096,300.65632293718943
data/raw/Daphnet/S09R01E4.test.csv@1.out,Daphnet/S09R01E4.test.csv@1.out,Daphnet,S09R01E4.test.csv@1.out,9599,268,0.0279195749557245,0,207.86311074070213,356.20309331763866
data/raw/Daphnet/S03R03E4.test.csv@1.out,Daphnet/S03R03E4.test.csv@1.out,Daphnet,S03R03E4.test.csv@1.out,9599,268,0.0279195749557245,0,207.86311074070213,356.20309331763866
data/raw/Daphnet/S09R01E4.test.csv@4.out,Daphnet/S09R01E4.test.csv@4.out,Daphnet,S09R01E4.test.csv@4.out,9599,268,0.0279195749557245,0,-368.9898947807063,329.4218881206549
data/raw/Daphnet/S03R03E4.test.csv@2.out,Daphnet/S03R03E4.test.csv@2.out,Daphnet,S03R03E4.test.csv@2.out,9599,268,0.0279195749557245,0,1031.0159391603293,235.55042200926476
data/raw/Daphnet/S03R03E4.test.csv@4.out,Daphnet/S03R03E4.test.csv@4.out,Daphnet,S03R03E4.test.csv@4.out,9599,268,0.0279195749557245,0,-368.9898947807063,329.4218881206549
data/raw/Daphnet/S09R01E4.test.csv@3.out,Daphnet/S09R01E4.test.csv@3.out,Daphnet,S09R01E4.test.csv@3.out,9599,268,0.0279195749557245,0,137.70163558704033,233.84889665863992
data/raw/Daphnet/S03R03E4.test.csv@3.out,Daphnet/S03R03E4.test.csv@3.out,Daphnet,S03R03E4.test.csv@3.out,9599,268,0.0279195749557245,0,137.70163558704033,233.84889665863992
data/raw/Daphnet/S09R01E0.test.csv@8.out,Daphnet/S09R01E0.test.csv@8.out,Daphnet,S09R01E0.test.csv@8.out,9599,323,0.0336493384727575,0,1015.405250546932,127.31728532065874
data/raw/Daphnet/S09R01E0.test.csv@1.out,Daphnet/S09R01E0.test.csv@1.out,Daphnet,S09R01E0.test.csv@1.out,9599,323,0.0336493384727575,0,167.57089280133349,554.6019992096564
data/raw/Daphnet/S09R01E0.test.csv@4.out,Daphnet/S09R01E0.test.csv@4.out,Daphnet,S09R01E0.test.csv@4.out,9599,323,0.0336493384727575,0,-165.21502239816647,361.7939105838404
data/raw/Daphnet/S09R01E0.test.csv@5.out,Daphnet/S09R01E0.test.csv@5.out,Daphnet,S09R01E0.test.csv@5.out,9599,323,0.0336493384727575,0,971.8399833315972,132.97780767585834
